timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,heart_rate_bpm,label
360,0.0,9.785866943598421,0.0,-1.1909457767541967,0.02368173509769954,0.45458558740643956,69,sitting
380,0.0,9.79210892768117,0.0,0.20787973261439696,-0.5802843844670589,-0.2620464243299959,76,sitting
400,0.0,9.89287301627471,0.0,0.3402565508392116,-0.426454981928066,0.4275393400142284,66,sitting
420,0.0,9.561470134949914,0.0,0.6621602934455413,0.6696373030070369,-0.059163206598075,75,sitting
440,0.0,9.802121585667038,0.0,0.39278738276798936,-1.1313234855186938,0.4202328041116242,71,sitting
460,0.0,9.8859109503963,0.0,0.7283273080324064,0.00030907053956412677,-0.4302481886891213,71,sitting
480,0.0,9.840636777580237,0.0,0.20043363550037385,0.3965894415886914,-0.9815351384477226,70,sitting
500,0.0,9.696101802467147,0.0,0.820790297923773,-0.372253132663981,0.26591395271414237,70,sitting
520,0.0,9.701574725457041,0.0,-0.16715473040329729,0.5521549680388792,-0.37912901528675913,71,sitting
540,0.0,9.815850780403,0.0,-0.3760883565441163,0.80910083818494,-0.48335844025577096,76,sitting
560,0.0,9.737438208180075,0.0,0.19942873129916205,0.20875122397897983,-0.0026017747600650108,74,sitting
580,0.0,9.855537544204498,0.0,-0.742908237988869,-1.1553690290692336,0.8803681847915811,79,sitting
600,0.0,9.760670986559134,0.0,-0.31361286901631363,1.1355697503915747,-0.21882324691276078,71,sitting
620,0.0,9.631181612673508,0.0,-0.759111470601801,-0.46499980581598904,-0.15693862608956988,68,sitting
640,0.0,9.732112516170492,0.0,0.13860781035265987,0.09065727695632889,0.5569276070243186,66,sitting
660,0.0,9.8626386849755,0.0,0.33468945410488865,-0.2059021802014575,0.27070388690248,78,sitting
680,0.0,9.834273104465078,0.0,0.013955349355262004,0.48423590819395607,-0.09606991046872311,67,sitting
700,0.0,9.843993150091555,0.0,-0.27978015242630067,-0.06507921998893983,-0.34994288401557183,74,sitting
720,0.0,9.900400207955835,0.0,-1.3615288697543855,0.5729883109657065,-0.07637585191912652,76,sitting
740,0.0,9.68829934354839,0.0,0.06758122660093038,0.1989353777821526,-0.20010085083955967,70,sitting
760,0.0,9.809650051310758,0.0,0.41385545503193577,0.7873417969864421,-0.08997914937604248,73,sitting
780,0.0,9.816662305914411,0.0,0.32782944479280646,-0.14488320390913642,-1.0486849221283767,75,sitting
800,0.0,9.685683301686936,0.0,0.34185118107638196,0.2846810857284083,0.27229942701694704,77,sitting
820,0.0,9.762874179107145,0.0,-0.14130854214195745,0.060065073698079396,-0.046156099337078905,73,sitting
840,0.0,9.935291074716734,0.0,-0.2421487651826481,-0.33317130938926065,-0.11496792986542008,74,sitting
860,0.0,9.712459021814041,0.0,0.1650692739108382,0.7459545797399076,0.13345553471647711,80,sitting
880,0.0,9.76937030094153,0.0,-0.18830246752415974,0.0430781216198148,0.5561423123591611,78,sitting
900,0.0,9.783855737639824,0.0,-0.3943288266101842,0.06161480709574918,1.2123198402304134,78,sitting
920,0.0,9.825650966988842,0.0,0.07790484657195523,-0.7668342665674026,-0.5918868167432527,70,sitting
940,0.0,9.835166205780823,0.0,0.09277312166523934,-0.6705631432759216,0.5186922308416744,72,sitting
960,0.0,9.808188705509155,0.0,-0.17077813597488958,0.4557739897081237,0.3776306177310063,72,sitting
980,0.0,9.674127394319504,0.0,-0.17511203450163046,0.4459360209709484,-0.015190838144480348,73,sitting
1000,0.0,9.830744396811372,0.0,0.569854528614127,0.1071119365391448,-0.23173847485921673,78,sitting
1020,0.0,9.641362726128676,0.0,0.6579838226054815,-0.5788543138174005,0.6554751844038866,76,sitting
1040,0.0,9.761613036645878,0.0,-0.16791401771455441,0.252144333450333,-1.1398214931180444,67,sitting
1060,0.0,9.782546391127015,0.0,0.23598116192373142,0.3862270968256942,0.3849114491404432,68,sitting
1080,0.0,9.900788872317143,0.0,-0.5513910514904883,-0.33963340508236095,0.3359641568307033,74,sitting
1100,0.0,9.752182560126048,0.0,0.12623322073025983,0.4935239706297476,0.8147264776711718,65,sitting
1120,0.0,9.624879985889345,0.0,-0.4783266938759236,0.37428613762687124,0.12005819698783808,71,sitting
1140,0.0,9.74819525073398,0.0,-0.23303564065681176,-0.6457245464294131,-0.763319129954335,75,sitting
1160,0.0,9.678619215313702,0.0,-0.9928483907614393,0.607721290860957,-0.11364182663566726,66,sitting
1180,0.0,9.71141812061344,0.0,0.5428213950352686,0.7383791913186345,-0.022150751618497194,66,sitting
1200,0.0,9.810573194316703,0.0,-0.22214604878550248,0.025100929551625458,-0.1534154834249124,67,sitting
1220,0.0,9.73968380834566,0.0,0.43946669115033515,-0.10716889007483099,0.34429150335158826,75,sitting
1240,0.0,9.711219855480882,0.0,-0.03989159581972505,0.4416355225679764,-0.2009644271055888,78,sitting
1260,0.0,9.815608130284422,0.0,0.288005834555415,-0.33317936400987697,0.47855830257889503,68,sitting
1280,0.0,9.781929201422088,0.0,0.390117714807694,0.15013827259799395,-0.4737369247531626,73,sitting
1300,0.0,9.914992424444426,0.0,0.24462266285475578,-0.5768427039525327,0.15597433740465913,67,sitting
1320,0.0,9.760270115937232,0.0,-0.09160427380916562,1.1919698514780197,-0.2753589611441846,67,sitting
1340,0.0,9.790536496340534,0.0,-0.699780464722738,0.24430834084318961,0.3538345216564255,71,sitting
1360,0.0,9.934871034312094,0.0,-0.41872629180735493,0.0969034103334478,0.8403744119299599,67,sitting
1380,0.0,9.762148743221994,0.0,0.7193354458172612,-0.010437102169133173,0.4180954669057648,73,sitting
1400,0.0,9.78241308744632,0.0,-0.10584589990661895,0.7145535853559116,0.9372453315427491,66,sitting
1420,0.0,9.802306795684435,0.0,-0.25718114166343287,-0.2171569298993421,-0.21741675525879278,71,sitting
1440,0.0,9.745595669282197,0.0,-0.9766651852515986,-0.11490853676084234,0.7891293779534206,79,sitting
1460,0.0,9.919294494697207,0.0,0.4450646566908566,-0.32647037902647164,-0.6311642105879186,71,sitting
1480,0.0,9.812238905333624,0.0,0.29223918771842705,-0.0449680776371378,-0.8092237773285569,77,sitting
1500,0.0,9.74777761208017,0.0,0.9442544402873538,0.861327438293095,0.6333226333814047,72,sitting
1520,0.0,9.769675737623173,0.0,-0.8707493671955749,0.8875524508445626,-0.5003012310302941,73,sitting
1540,0.0,9.513206290217168,0.0,-0.14772600541567538,0.5661414201683522,1.706302192337501,80,sitting
1560,0.0,9.776607212011674,0.0,0.015092126709820998,0.2210076268878966,-0.1201016864245501,67,sitting
1580,0.0,9.817189195988004,0.0,0.4809127946269629,-0.34416747571624157,0.030419579000164048,74,sitting
1600,0.0,9.584000006004656,0.0,0.9872154217212908,0.009704612816229332,0.11245955323855046,66,sitting
1620,0.0,9.942217203718048,0.0,0.688250738561673,0.03164076033225498,0.49666817426760734,70,sitting
1640,0.0,9.904853395868697,0.0,0.3058565549667693,-0.15715069234860068,0.3696723527093305,71,sitting
1660,0.0,9.77449929826027,0.0,-0.6546497157236603,-0.04798369851600948,-0.20413084692517586,72,sitting
1680,0.0,9.840990967887159,0.0,0.19628638567733606,0.2794030490294348,-0.011245941435817627,74,sitting
1700,0.0,9.644415849231835,0.0,-0.38908436563502213,0.5894350204175445,0.2123965769793299,75,sitting
1720,0.0,9.788035930666316,0.0,-0.2481528163507336,0.23517399403003594,-0.09582483301398759,69,sitting
1740,0.0,9.7157288672238,0.0,0.372625907283323,-1.0425682555870224,-0.447551323687653,67,sitting
1760,0.0,9.872765728625293,0.0,-0.035247921720671274,-0.09318637725335352,-0.6173869025477218,76,sitting
1780,0.0,9.767714815097724,0.0,0.011527880086535987,0.3225459688989955,-0.6497633870805997,71,sitting
0,0.0,9.694594683449399,0.0,0.26203854485848166,0.347436165724368,-0.10490338752120149,78,standing
20,0.0,9.93002947799605,0.0,-0.9534161879607668,-0.034181609694058465,0.021760551302034862,71,standing
40,0.0,9.900097510677899,0.0,-1.6833938157098547,-0.3631767661082266,0.33908519771339185,81,standing
60,0.0,9.748860956790178,0.0,0.16053006419455795,-0.8150548058700288,0.16831133881753396,78,standing
80,0.0,9.65191883297646,0.0,0.5121508309161553,0.22354959474766528,-0.1834440905306595,81,standing
100,0.0,9.648273348922663,0.0,-0.5116378217089527,-0.525280280973862,-1.1201023390668767,85,standing
120,0.0,10.026385286505379,0.0,0.4404705940921467,-0.48861119260335856,0.09141966228268293,79,standing
140,0.0,9.647149886515399,0.0,-0.09699819046344593,-0.33870227217865845,0.7432228527615998,73,standing
160,0.0,9.546812673734372,0.0,0.014983941583585335,-0.40686124259768053,-0.9269364450944266,75,standing
180,0.0,9.707793624760189,0.0,-0.15095173943131276,0.23259652856282875,-0.6579935174392059,80,standing
200,0.0,9.82286356955174,0.0,0.09274757070298952,-0.13996014450509026,-0.14885326652174782,73,standing
220,0.0,9.831208073542758,0.0,-0.6068259881254268,-0.43767656017221457,0.03368248994082363,71,standing
240,0.0,9.91588526423072,0.0,-0.058855051174582104,0.7276449121553098,-0.27935464303120083,75,standing
260,0.0,9.803478675171524,0.0,0.28988271986621633,-0.23398372707683757,0.29665890250628923,85,standing
280,0.0,9.78705227770903,0.0,0.1752105462935736,0.6703411404599978,0.06689027461027552,73,standing
300,0.0,9.816349811635781,0.0,0.7554304246667327,0.12029828817409839,0.1763729062977295,73,standing
320,0.0,9.914488479397187,0.0,0.9131217010620338,0.381097411497886,0.723223761885717,82,standing
340,0.0,9.748272943371592,0.0,0.11010368190816851,-0.24274186290739083,-0.5342539692519738,74,standing
360,0.0,9.831650052485724,0.0,1.3043154440227056,-0.40857102912898535,-0.2299911089981406,76,standing
380,0.0,9.914818207482886,0.0,0.3638256931575792,-0.2682609537376307,0.163873995588672,84,standing
400,0.0,9.68277539415221,0.0,-0.12003758548104133,-0.6180174621859951,-0.6606516117413087,74,standing
420,0.0,9.74952780674625,0.0,0.4864468987808632,-0.57278444139033,-0.4822802631009852,75,standing
440,0.0,9.7936469420262,0.0,0.12734238952390745,0.058453750791443826,0.4390460488889091,80,standing
460,0.0,10.005102870511532,0.0,0.6568357245765151,-0.09532465583032644,-0.1758610293006368,74,standing
480,0.0,9.826109048668604,0.0,-0.28461650633609364,-0.8100444527287975,-0.32740308683560243,82,standing
500,0.0,9.76982545950868,0.0,0.30091350710748377,0.47127682382484637,0.8023998875785974,70,standing
520,0.0,9.829355899877733,0.0,-1.0214969449540132,0.6328786416167351,0.05832097430519733,82,standing
540,0.0,9.528677735269678,0.0,0.09950178505426456,-0.3330835193193801,-0.026597174195832213,77,standing
560,0.0,9.658883523411728,0.0,0.28062825092070676,-0.19613641020482442,0.3407826426031978,74,standing
580,0.0,9.740001007402116,0.0,0.6075674870022811,0.6623779541500209,-0.35924811619373803,79,standing
600,0.0,9.879846853479055,0.0,-0.6942958292505784,-0.16850443363183468,0.19135184109759285,79,standing
620,0.0,9.594493046125384,0.0,0.24804966921949995,0.09394694293185893,1.1060834277308575,85,standing
640,0.0,9.723163171423272,0.0,0.1082763726113225,-0.9533254686132632,-0.10569166820651592,81,standing
660,0.0,9.840610602005576,0.0,-0.19270862752056708,-0.78731610640676,-0.2215380142026307,80,standing
680,0.0,9.795607059974012,0.0,0.5330438084594538,0.03241756487974916,-0.05847067076574332,71,standing
700,0.0,9.780863787347386,0.0,-0.24885465888358926,0.04919544928362352,0.2198209863440418,76,standing
720,0.0,9.852342192576897,0.0,0.6761388104151465,-0.23887454325449492,0.16729126590283272,78,standing
740,0.0,9.727712171008475,0.0,0.5130497247931041,0.5331450373486504,0.3662435333839071,71,standing
760,0.0,9.823208377320306,0.0,0.24410094539013977,-0.13869013321768411,-0.5024748228614874,76,standing
780,0.0,9.786836606140403,0.0,0.04527772151330222,-0.8534222658805577,-0.6005960909527018,77,standing
800,0.0,9.761300216563129,0.0,-0.03662324045055856,-0.17760134943753067,-0.23521691820040558,81,standing
820,0.0,9.924992986722627,0.0,-0.09871363053278744,0.8226760496456985,0.05330257396422297,77,standing
840,0.0,9.89365201864857,0.0,0.6953170216407971,-0.4302134758236061,0.12848636785312878,71,standing
860,0.0,9.82576972782495,0.0,-0.1301419239362885,1.0253855263572365,0.2449330822438924,78,standing
880,0.0,9.639298972961702,0.0,-0.18090146889156627,1.1658075527819958,0.26496322640631165,84,standing
900,0.0,9.73070507184232,0.0,-1.07598913119651,-0.43102025655149906,-0.25907414770521703,80,standing
920,0.0,9.818840194203458,0.0,-0.046562061324564745,-0.12857089318006482,-0.8974524999588162,78,standing
940,0.0,9.820250113575606,0.0,-0.07796049410799205,0.4885784109447638,0.6948825361491484,73,standing
960,0.0,9.869796889795275,0.0,-0.3663635015660034,0.417149186743351,-0.9880700256453668,82,standing
980,0.0,9.868025811544571,0.0,0.7481721523648878,-0.058785533759793694,-0.6733555648629577,83,standing
1000,0.0,9.79526775655929,0.0,-0.3514399844383144,0.7529354421425758,0.30277559705942914,80,standing
1020,0.0,9.816793199343543,0.0,-0.47031772799143895,-0.1904492106602194,0.6721645558352605,84,standing
1040,0.0,9.710810809256715,0.0,0.06299324878203903,0.5216696402515061,-0.0649173620262198,75,standing
1060,0.0,9.814983765873047,0.0,-0.2682856632523045,0.5935882472184065,-0.741128783640733,70,standing
1080,0.0,10.002277997209013,0.0,0.8814512461641201,-0.40085219602507516,-1.321586248861797,81,standing
1100,0.0,9.807657454231377,0.0,0.283130131538179,-0.07523906202849878,0.6621953069602918,85,standing
1120,0.0,9.74259897959729,0.0,-0.4443511348417501,-0.6878120490871366,-0.3021458872889655,73,standing
1140,0.0,9.67226358951596,0.0,-0.6942632903321341,1.0036114830232419,0.6264055617414145,79,standing
1160,0.0,9.857136874656437,0.0,-0.6956193305927341,0.35561317866527725,0.29328995816102593,76,standing
1180,0.0,9.782640680880563,0.0,0.26299845509438374,0.40139146394969816,-1.003091298713546,84,standing
1200,0.0,9.76874632837581,0.0,-0.13134687448485863,0.1485317202072855,0.4870180066607132,78,standing
1220,0.0,9.840831990066523,0.0,-0.10362272235098742,-1.390128673102491,-1.2204799506844397,72,standing
1240,0.0,9.795096540668442,0.0,0.7602614953475467,-0.07599449085719578,0.6619505464183637,74,standing
1260,0.0,9.893490919656143,0.0,0.09857987963993675,-0.008359511814210798,-0.7030973168990428,84,standing
1280,0.0,9.623676931892874,0.0,-0.6970316152344849,-0.39750743252936294,0.4378595357559988,71,standing
1300,0.0,9.83166789752808,0.0,0.8320314972201371,0.5342609408995123,-0.042197180709095256,84,standing
1320,0.0,9.773228193768187,0.0,-0.5629893811683548,-0.13675336331010182,-0.9434340994369994,72,standing
1340,0.0,9.87029502045796,0.0,0.14958100683649386,0.07453163661413005,-0.09742293540398606,82,standing
1360,0.0,9.846605692762871,0.0,0.7093013815171985,0.13529376779460447,0.2937024842393221,71,standing
1380,0.0,9.699777013371044,0.0,0.4655546796373945,0.5805890945110106,0.0039159650255274955,72,standing
1400,0.0,9.724346435784774,0.0,-0.06773956787032144,0.19713190983016335,-0.12175064784234266,74,standing
1420,0.0,9.899381905082873,0.0,-0.039935477428076877,-1.037104739944628,0.41153721149389005,83,standing
1440,0.0,9.784082509858719,0.0,-0.31039175918546597,0.1653592480572444,0.1520961969203709,72,standing
1460,0.0,9.971928385605787,0.0,-0.12903252120255718,-0.5206940690123205,-0.038412010427008786,76,standing
1480,0.0,9.805740798416977,0.0,0.3515898570105182,1.3604610840378082,-0.037249101056457984,73,standing
1500,0.0,9.823318583183726,0.0,0.2146888957081497,-0.35384860596558904,-0.94460649659991,79,standing
1520,0.0,9.931742654219699,0.0,0.5346541804036603,0.08699273883272887,0.5227654315479532,77,standing
1540,0.0,9.767211350718355,0.0,-0.4829161041583512,0.10195137962488139,0.19416856035884525,83,standing
1560,0.0,9.600578781696846,0.0,-0.11471513402976234,-0.6889268370853266,0.17490036779579943,72,standing
1580,0.0,9.974973600133163,0.0,-0.15467841348290048,0.11795830456706832,0.45284314615922044,82,standing
1600,0.0,9.731846838172936,0.0,-0.04114938537690499,0.2143003561758872,-0.2614037720232957,80,standing
1620,0.0,9.624668395439855,0.0,-0.33825407532209356,0.6503329700320511,-0.22412765427253958,83,standing
1640,0.0,9.778302335877552,0.0,0.1768495960084338,-0.6156457813534582,0.5104963148532894,70,standing
1660,0.0,9.740172724538098,0.0,-1.1103904489549519,-0.784745762108806,-0.9800810537891805,74,standing
1680,0.0,9.823161793563866,0.0,-0.4079061861849508,-0.41466441057419295,0.7058008688645692,83,standing
1700,0.0,9.839949650408952,0.0,-0.3004774768209277,0.5025885049526181,-0.24878983471030858,77,standing
1720,0.0,9.785627898930404,0.0,-0.41164982731411814,-0.17047678359727925,0.4136942163872438,81,standing
1740,0.0,9.734269426670197,0.0,0.17505111266319934,0.27622998179349134,-0.6164092112319651,80,standing
1760,0.0,9.813815548847126,0.0,0.002192768689766304,-0.08825306371238083,0.3937550380133624,70,standing
1780,0.0,9.703341614175637,0.0,-0.9813870091109208,0.6643408922680905,0.7793310110571346,75,standing
0,0.0,10.028610776576196,0.0,0.0,0.0,0.0,106,walking
20,0.281071971878587,9.840869335015539,0.0,3.747626291714493,0.0,0.0,100,walking
40,0.5521868290270171,10.038087925537033,0.0,7.36249105369356,0.0,0.0,100,walking
60,0.8037401924684948,10.052123575351679,0.0,10.716535899579931,0.0,0.0,102,walking
80,1.026820658893033,9.447351486679871,0.0,13.690942118573775,0.0,0.0,98,walking
100,1.2135254915624212,10.05620312685428,0.0,16.18033988749895,0.0,0.0,85,walking
120,1.3572405786990291,9.561206552468834,0.0,18.09654104932039,0.0,0.0,106,walking
140,1.452874741692947,10.110694163980646,0.0,19.371663222572625,0.0,0.0,90,walking
160,1.4970400926424074,9.859551118566877,0.0,19.960534568565432,0.0,0.0,109,walking
180,1.4881720519717165,9.97754480342978,0.0,19.842294026289554,0.0,0.0,108,walking
200,1.4265847744427307,9.163713761951035,0.0,19.021130325903076,0.0,0.0,94,walking
220,1.3144600200657957,9.59185154081293,0.0,17.526133600877273,0.0,0.0,95,walking
240,1.155769864163684,9.614394366029037,0.0,15.410264855515788,0.0,0.0,91,walking
260,0.9561359846230346,10.021421234378117,0.0,12.748479794973795,0.0,0.0,102,walking
280,0.7226305111525727,9.304873011677113,0.0,9.635073482034302,0.0,0.0,96,walking
300,0.46352549156242134,9.625972669228,0.0,6.180339887498951,0.0,0.0,85,walking
320,0.18799985034645614,9.88727179623724,0.0,2.5066646712860816,0.0,0.0,86,walking
340,-0.09418577929397,9.830618531672883,0.0,-1.2558103905862668,0.0,0.0,88,walking
360,-0.37303483074728194,10.289813773064433,0.0,-4.973797743297093,0.0,0.0,104,walking
380,-0.6386689373476091,9.27586842501898,0.0,-8.515585831301454,0.0,0.0,103,walking
400,-0.8816778784387094,9.534112284041177,0.0,-11.755705045849458,0.0,0.0,87,walking
420,-1.0934529411321172,10.056809878196505,0.0,-14.579372548428228,0.0,0.0,97,walking
440,-1.266491888253022,9.165147041588403,0.0,-16.886558510040295,0.0,0.0,95,walking
460,-1.3946647288323772,10.274937269754346,0.0,-18.59552971776503,0.0,0.0,104,walking
480,-1.473430876093033,9.691030875190599,0.0,-19.645745014573773,0.0,0.0,92,walking
500,-1.5,9.862396029117713,0.0,-20.0,0.0,0.0,85,walking
520,-1.4734308760930332,9.978672205586022,0.0,-19.645745014573777,0.0,0.0,89,walking
540,-1.3946647288323768,10.132925094972265,0.0,-18.595529717765025,0.0,0.0,94,walking
560,-1.2664918882530225,10.178341911840466,0.0,-16.8865585100403,0.0,0.0,105,walking
580,-1.0934529411321183,9.79459182242431,0.0,-14.579372548428244,0.0,0.0,90,walking
600,-0.8816778784387098,9.93510677187473,0.0,-11.755705045849465,0.0,0.0,109,walking
620,-0.6386689373476095,9.410428163421994,0.0,-8.51558583130146,0.0,0.0,104,walking
640,-0.3730348307472818,9.841052743587227,0.0,-4.973797743297091,0.0,0.0,103,walking
660,-0.0941857792939699,9.522906385410323,0.0,-1.2558103905862652,0.0,0.0,110,walking
680,0.18799985034645628,9.44816853284872,0.0,2.5066646712860834,0.0,0.0,107,walking
700,0.46352549156242084,9.682000965386841,0.0,6.180339887498945,0.0,0.0,101,walking
720,0.7226305111525724,10.384358773525936,0.0,9.635073482034297,0.0,0.0,91,walking
740,0.9561359846230337,9.303168784212446,0.0,12.748479794973784,0.0,0.0,108,walking
760,1.155769864163684,10.101589529600867,0.0,15.410264855515788,0.0,0.0,106,walking
780,1.3144600200657952,9.634289826885027,0.0,17.52613360087727,0.0,0.0,110,walking
800,1.4265847744427302,9.258054291595583,0.0,19.02113032590307,0.0,0.0,107,walking
820,1.4881720519717165,9.712656065586415,0.0,19.842294026289554,0.0,0.0,106,walking
840,1.4970400926424074,9.730511020583736,0.0,19.960534568565432,0.0,0.0,103,walking
860,1.452874741692947,10.172705164167908,0.0,19.371663222572625,0.0,0.0,98,walking
880,1.3572405786990298,9.996934568565448,0.0,18.096541049320397,0.0,0.0,100,walking
900,1.2135254915624216,10.174635129214652,0.0,16.180339887498953,0.0,0.0,104,walking
920,1.0268206588930326,9.5789049971231,0.0,13.690942118573767,0.0,0.0,101,walking
940,0.8037401924684957,10.112999884923052,0.0,10.716535899579942,0.0,0.0,89,walking
960,0.5521868290270171,10.475206750580915,0.0,7.36249105369356,0.0,0.0,92,walking
980,0.28107197187858857,9.777314785455594,0.0,3.7476262917145142,0.0,0.0,104,walking
1000,5.51091059616309e-16,10.450615652464512,0.0,7.347880794884118e-15,0.0,0.0,96,walking
1020,-0.28107197187858746,9.710627614176712,0.0,-3.7476262917145,0.0,0.0,92,walking
1040,-0.552186829027016,9.843165577491865,0.0,-7.362491053693546,0.0,0.0,90,walking
1060,-0.8037401924684948,10.212239075226613,0.0,-10.716535899579931,0.0,0.0,101,walking
1080,-1.0268206588930338,9.07223499213193,0.0,-13.690942118573783,0.0,0.0,91,walking
1100,-1.213525491562421,9.487626984097332,0.0,-16.180339887498945,0.0,0.0,110,walking
1120,-1.3572405786990291,9.556363019501312,0.0,-18.09654104932039,0.0,0.0,92,walking
1140,-1.4528747416929464,9.65388956419526,0.0,-19.371663222572618,0.0,0.0,103,walking
1160,-1.4970400926424072,9.360098829109964,0.0,-19.96053456856543,0.0,0.0,101,walking
1180,-1.4881720519717168,9.882399159196602,0.0,-19.842294026289554,0.0,0.0,94,walking
1200,-1.4265847744427307,9.639481965844258,0.0,-19.021130325903076,0.0,0.0,109,walking
1220,-1.3144600200657963,10.174604546303872,0.0,-17.526133600877284,0.0,0.0,110,walking
1240,-1.1557698641636847,9.50844962167314,0.0,-15.410264855515797,0.0,0.0,91,walking
1260,-0.9561359846230346,10.362668034089022,0.0,-12.748479794973795,0.0,0.0,96,walking
1280,-0.7226305111525719,9.792008106585042,0.0,-9.635073482034294,0.0,0.0,106,walking
1300,-0.46352549156242195,9.88068829946925,0.0,-6.180339887498959,0.0,0.0,108,walking
1320,-0.18799985034645605,10.028872802387403,0.0,-2.5066646712860807,0.0,0.0,101,walking
1340,0.09418577929397146,10.35160894447346,0.0,1.255810390586286,0.0,0.0,106,walking
1360,0.37303483074728205,9.829769646551876,0.0,4.9737977432970935,0.0,0.0,97,walking
1380,0.6386689373476073,9.78725041306836,0.0,8.515585831301431,0.0,0.0,92,walking
1400,0.881677878438709,9.75133955349216,0.0,11.755705045849453,0.0,0.0,90,walking
1420,1.0934529411321159,10.42017553932038,0.0,14.57937254842821,0.0,0.0,95,walking
1440,1.266491888253022,9.79072169718417,0.0,16.88655851004029,0.0,0.0,89,walking
1460,1.394664728832377,9.907923831931006,0.0,18.595529717765025,0.0,0.0,86,walking
1480,1.4734308760930328,10.26945454443705,0.0,19.64574501457377,0.0,0.0,107,walking
1500,1.4999999999999996,9.684376381941515,0.0,19.999999999999996,0.0,0.0,95,walking
1520,1.473430876093033,9.715807056474302,0.0,19.645745014573773,0.0,0.0,88,walking
1540,1.3946647288323775,9.83490015600489,0.0,18.595529717765032,0.0,0.0,107,walking
1560,1.266491888253023,10.425528303278403,0.0,16.886558510040306,0.0,0.0,101,walking
1580,1.093452941132117,9.695234233889638,0.0,14.579372548428227,0.0,0.0,86,walking
1600,0.8816778784387104,10.440853517243356,0.0,11.75570504584947,0.0,0.0,88,walking
1620,0.6386689373476089,9.65919728550317,0.0,8.51558583130145,0.0,0.0,98,walking
1640,0.3730348307472836,9.681326443609976,0.0,4.973797743297115,0.0,0.0,110,walking
1660,0.0941857792939731,9.66981994670742,0.0,1.255810390586308,0.0,0.0,107,walking
1680,-0.1879998503464544,10.323156750561608,0.0,-2.5066646712860585,0.0,0.0,109,walking
1700,-0.46352549156241774,10.045320893401026,0.0,-6.180339887498904,0.0,0.0,110,walking
1720,-0.7226305111525729,9.449487037088302,0.0,-9.635073482034306,0.0,0.0,99,walking
1740,-0.9561359846230333,9.545696110726915,0.0,-12.748479794973777,0.0,0.0,96,walking
1760,-1.155769864163682,9.678568539762146,0.0,-15.410264855515761,0.0,0.0,99,walking
1780,-1.3144600200657957,9.787246396451245,0.0,-17.526133600877273,0.0,0.0,88,walking
0,0.0,10.037854069124254,0.0,0.0,0.0,0.0,118,walking_fast
20,0.7725424859373686,9.573361729107207,0.0,12.360679774997898,0.0,0.0,103,walking_fast
40,1.4694631307311825,9.88667926826745,0.0,23.51141009169892,0.0,0.0,114,walking_fast
60,2.0225424859373686,9.685629634994465,0.0,32.3606797749979,0.0,0.0,96,walking_fast
80,2.377641290737884,9.982789813248079,0.0,38.042260651806146,0.0,0.0,117,walking_fast
100,2.5,9.831540461280811,0.0,40.0,0.0,0.0,116,walking_fast
120,2.3776412907378845,9.9991390549336,0.0,38.04226065180615,0.0,0.0,120,walking_fast
140,2.022542485937369,9.662991444579552,0.0,32.360679774997905,0.0,0.0,110,walking_fast
160,1.469463130731183,9.738885129640742,0.0,23.511410091698927,0.0,0.0,118,walking_fast
180,0.7725424859373689,10.116787334817586,0.0,12.360679774997902,0.0,0.0,111,walking_fast
